CODIGO,TÍTULO,AUTOR,EDITORIAL,ESTADO,UBICACIÓN 
DRTSC.2.2410,EMMA,JANE AUSTEN,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2411,ESTUDIO EN ESCARLATA,ARTHUR CONAN DOYLE,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2412,FRANKENSTEIN,MARY SHELLEY,PANAMERICANA EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2413,FRANKENSTEIN,MARY SHELLEY,PANAMERICANA EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2414,FRANKENSTEIN ,MARY SHELLEY,PLUTÓN EDICIONES,EXCELENTE,M4G2
DRTSC.2.2415,FRANKENSTEIN ,MARY SHELLEY,PLUTÓN EDICIONES,EXCELENTE,M4G2
DRTSC.2.2416,HARRY POTTER Y EL CÁLIZ DE FUEGO,J. K. ROWLING,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2417,HARRY POTTER Y EL MISTERIO DEL PRÍNCIPE,J. K. ROWLING,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2418,HARRY POTTER Y EL PRISIONERO DE AZKABAN,J. K. ROWLING,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,tapa dspegada del frrente,M4G2
DRTSC.2.2419,HARRY POTTER Y LA CÁMARA SECRETA,J. K. ROWLING,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2420,HARRY POTTER Y LA ORDEN DEL FÉNIX ,J. K. ROWLING,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2421,JANE EYRE,CHARLOTTE BRONTË,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2422,LA DESAPARICIÓN DE ANNIE THORNE,C. J. TUDOR,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2423,LA GUERRA DE LOS MUNDOS,H. G. WELLS,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2424,LA ISLA CORAL / THE CORAL ISLAND,ROBERT MICHAEL BALLANTYNE,PANAMERICANA EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2425,LA ISLA CORAL / THE CORAL ISLAND,ROBERT MICHAEL BALLANTYNE,PANAMERICANA EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2426,LA ISLA DEL TESORO,ROBERT LOUIS STEVENSON,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2427,LA ISLA DEL TESORO,ROBERT LOUIS STEVENSON,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2428,LA ISLA DEL TESORO,ROBERT LOUIS STEVENSON,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2429,LA MÁQUINA DEL TIEMPO,H. G. WELLS,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2430,LA MÁQUINA DEL TIEMPO,H. G. WELLS,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2431,LA ÚLTIMA REVERENCIA DE SHERLOCK HOLMES,ARTHUR CONAN DOYLE,PLUTÓN EDICIONES,EXCELENTE,M4G2
DRTSC.2.2432,LA ÚLTIMA REVERENCIA DE SHERLOCK HOLMES,ARTHUR CONAN DOYLE,PLUTÓN EDICIONES,EXCELENTE,M4G2
DRTSC.2.2433,LOS ÚLTIMOS DÍAS DE POMPEYA,EDWARD BULWER  LYTTON,EDITORIAL PORRÚA,EXCELENTE,M4G2
DRTSC.2.2434,MISTER,E. L. JAMES,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2435,SENTIDO Y SENSIBILIDAD,JANE AUSTEN,OLMAK TRADE S. L. ,EXCELENTE,M4G2
DRTSC.2.2436,SENTIDO Y SENSIBILIDAD,JANE AUSTEN,OLMAK TRADE S. L. ,EXCELENTE,M4G2
DRTSC.2.2437,"LA MIRADA SECRETA. LOS GATOS GUERREROS, EL PODER DE LOS TRES",ERIN HUNTER,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G2
DRTSC.2.2438,LA SEÑAL DE LOS CUATRO,ARTHUR CONAN DOYLE,GRADIFCO,EXCELENTE,M4G2
DRTSC.2.2439,LAS MEMORIAS DE SHERLOCK HOLMES,ARTHUR CONAN DOYLE,PLUTÓN EDICIONES,EXCELENTE,M4G3
DRTSC.2.2440,LAS MEMORIAS DE SHERLOCK HOLMES,ARTHUR CONAN DOYLE,PLUTÓN EDICIONES,EXCELENTE,M4G3
DRTSC.2.2441,LOS VIAJES DE GULLIVER / GULLIVER´S TRAVELS,JONATHAN SWIFT,PANAMERICANA EDITORIAL,EXCELENTE,M4G3
DRTSC.2.2442,LOS VIAJES DE GULLIVER / GULLIVER´S TRAVELS,JONATHAN SWIFT,PANAMERICANA EDITORIAL,EXCELENTE,M4G3
DRTSC.2.2443,MISTY,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2444,MISTY,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2445,OLIVER TWIST,CARLOS DICKENS,EDITORIAL PORRÚA,EXCELENTE,M4G3
DRTSC.2.2446,ORGULLO Y PREJUICIO,JANE AUSTEN,GRADIFCO,EXCELENTE,M4G3
DRTSC.2.2447,PHOENIX. LO MÁS PELIGROSO ES QUE TE ROBEN EL CORAZÓN,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2448,PHOENIX. LO MÁS PELIGROSO ES QUE TE ROBEN EL CORAZÓN,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2449,QUE PASE EL ASERRADOR Y OTROS CUENTOS CUMBRISTAS,JESÚS DEL CORRAL,EDITORIAL TIEMPO DE LEER,EXCELENTE,M4G3
DRTSC.2.2450,QUE PASE EL ASERRADOR Y OTROS CUENTOS CUMBRISTAS,JESÚS DEL CORRAL,EDITORIAL TIEMPO DE LEER,EXCELENTE,M4G3
DRTSC.2.2451,REBELION EN LA GRANJA,GEORGE ORWELL,UNILIBRO EDICIONES,EXCELENTE,M4G3
DRTSC.2.2452,REBELIÓN EN LA GRANJA,GEORGE ORWELL,UNILIBRO EDICIONES,EXCELENTE,M4G3
DRTSC.2.2453,ROBINSON CRUSOE,DANIEL DEFOE,PLUTÓN EDICIONES,EXCELENTE,M4G3
DRTSC.2.2454,ROBINSON CRUSOE,DANIEL DEFOE,PLUTÓN EDICIONES,EXCELENTE,M4G3
DRTSC.2.2455,SIGO SIENDO YO,JOJO MOYES,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G3
DRTSC.2.2456,SKY. ENCONTRAR A TU ALMA GEMELA PUEDE SER MUY PELIGROSO,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2457,SKY. ENCONTRAR A TU ALMA GEMELA PUEDE SER MUY PELIGROSO,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2458,SUMMER,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2459,SUMMER,JOSS STIRLING,V & R EDITORAS,EXCELENTE,M4G3
DRTSC.2.2460,THE HOUND OF THE BASKERVILLES,ARTHUR CONAN DOYLE,GRADIFCO,EXCELENTE,M4G3
DRTSC.2.2461,TIEMPOS DIFICILES ,CHARLES DICKENS,GRADIFCO,EXCELENTE,M4G3
DRTSC.2.2462,1984,GEORGE ORWELL,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G4
DRTSC.2.2463,UN MUNDO FELIZ ,A. HUXLEY,EDICIONES GERNIKA,EXCELENTE,M4G4
DRTSC.2.2464,WHITE DEATH (INGLÉS),TIM VICARY,OXFORD UNIVERSITY PRESS,EXCELENTE,M4G4
DRTSC.2.2465,ROBIN HOOD,ANÓNIMO,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2466,ROBIN HOOD,ANÓNIMO,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2467,BREVE ENCICLOPEDIA DE JUEGO DE TRONOS. TODO LO QUE NECESITAS SABER SOBRE LA SERIE DE MAYOR ÉXITO DE TODOS LOS TIEMPOS,MARTIN HOWDEN,EDICIONES B,EXCELENTE,M4G4
DRTSC.2.2468,PETER PAN,J. M. BARRIE,BIBLOK BOOK EXPORT,EXCELENTE,M4G4
DRTSC.2.2469,PETER PAN,J. M. BARRIE,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2470,PETER PAN,J. M. BARRIE,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2471,DE PROFUNDIS,OSCAR WILDE,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2472,DE PROFUNDIS,OSCAR WILDE,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2473,DRACULA (INGLÉS),BRAM STOKER,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2474,DRÁCULA ,BRAM STOKER,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2475,DRÁCULA ,BRAM STOKER,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2476,DUBLINESES,JAMES JOYCE,GRADIFCO,EXCELENTE,M4G4
DRTSC.2.2477,EL FANTASMA DE CANTERVILLE,OSCAR WILDE,GRADIFCO,EXCELENTE,M4G4
DRTSC.2.2478,EL FANTASMA DE CANTERVILLE Y OTROS CUENTOS,OSCAR WILDE,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE,M4G4
DRTSC.2.2479,EL FANTASMA DE CANTERVILLE Y OTROS RELATOS,OSCAR WILDE,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2480,EL FANTASMA DE CANTERVILLE Y OTROS RELATOS,OSCAR WILDE,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2481,EL HUÉSPED DE DRÁCULA Y OTROS RELATOS,BRAM STOKER,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2482,EL HUÉSPED DE DRÁCULA Y OTROS RELATOS,BRAM STOKER,PLUTÓN EDICIONES,EXCELENTE,M4G4
DRTSC.2.2483,EL NIÑO CON LA PIJAMA DE RAYAS,JOHN BOYNE,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G4
DRTSC.2.2484,EL RETRATO DE DORIAN GRAY ,OSCAR WILDE,GRADIFCO,EXCELENTE,M4G4
DRTSC.2.2485,EL RETRATO DE DORIAN GRAY ,OSCAR WILDE,GRADIFCO,EXCELENTE,M4G4
DRTSC.2.2486,LOS VIAJES DE GULLIVER,JONATHAN SWIFT,BIBLOK BOOK EXPORT,EXCELENTE,M4G4
DRTSC.2.2487,ULISES,JAMES JOYCE,GRADIFCO,EXCELENTE,M4G5
DRTSC.2.2488,UNA HUMILDE PROPUESTA Y OTROS ESCRITOS,JONATHAN SWIFT,ALIANZA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2489,LA LADRONA DE LIBROS,MARKUS ZUSAK,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2490,FAUSTO,JOHANN WOLFGANG VON GOETHE,EDITORIAL LIBSA,EXCELENTE,M4G5
DRTSC.2.2491,CHAT PELIGROSO,HENRIETTE WICH,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2492,CHAT PELIGROSO,HENRIETTE WICH,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2493,DEMIAN,HERMANN HESSE,EDICIONES GERNIKA,EXCELENTE,M4G5
DRTSC.2.2494,EL CASTILLO,"FRANZ KAFKA
",GRADIFCO,EXCELENTE,M4G5
DRTSC.2.2495,EL CASTILLO,"FRANZ KAFKA
",PLUTON EDICIONES,EXCELENTE,M4G5
DRTSC.2.2496,EL CASTILLO,"FRANZ KAFKA
",PLUTON EDICIONES,EXCELENTE,M4G5
DRTSC.2.2497,EL GRAN LADRÓN,BORIS PFEIFFER,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2498,EL GRAN LADRÓN,BORIS PFEIFFER,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2499,EL LIBRO SECRETO,ULF BLANCK,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2500,EL LIBRO SECRETO,ULF BLANCK,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2501,¡FELIZ CUMPLEAÑOS!. UN REGALO ESPECIAL PARA TÍ,BORIS PFEIFFER,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2502,¡FELIZ CUMPLEAÑOS!. UN REGALO ESPECIAL PARA TÍ,BORIS PFEIFFER,PANAMERICANA EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2503,LA VILLA DE LAS TELAS ,ANNE JACOBS,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2504,LAS HIJAS DE LA VILLA DE LAS TELAS,ANNE JACOBS,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4G5
DRTSC.2.2505,MEDITACIONES,"FRANZ KAFKA
",GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2506,MIRIAM ES ANORÉXICA,MARLIESE AROLD,EDITORIAL EDEBÉ,EXCELENTE,M4H1
DRTSC.2.2507,MIRIAM ES ANORÉXICA,MARLIESE AROLD,EDITORIAL EDEBÉ,EXCELENTE,M4H1
DRTSC.2.2508,MOMO,MICHAEL ENDE,EDITORIAL ALFAGUARA,EXCELENTE,M4H1
DRTSC.2.2509,CARTA AL PADRE  ,FRANZ KAFKA,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2510,CARTA AL PADRE Y MEDITACIONES,FRANZ KAFKA,PLUTÓN EDICIONES,EXCELENTE,M4H1
DRTSC.2.2511,CARTA AL PADRE Y MEDITACIONES,FRANZ KAFKA,PLUTÓN EDICIONES,EXCELENTE,M4H1
DRTSC.2.2512,OTRA VEZ HEIDI,JOHANNA SPYRI,PUBLICACIONES FHER,EXCELENTE,M4H1
DRTSC.2.2513,EL CANTAR DE ROLDÁN,ANÓNIMA,EDICOMUNICACIÓN,EXCELENTE,M4H1
DRTSC.2.2514,LAS FLORES DEL MAL,CHARLES BAUDELAIRE,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE,M4H1
DRTSC.2.2515,PEQUEÑOS POEMAS EN PROSA,CHARLES BAUDELAIRE,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2516,EL AVARO,MOLIERE,S/N,EXCELENTE,M4H1
DRTSC.2.2517,EL AVARO / EL MÉDICO A PALOS,MOLIERE,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2518,EL AVARO / TARTUFO,MOLIERE,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE,M4H1
DRTSC.2.2519,EL ENFERMO IMAGINARIO,MOLIERE,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2520,FILOSOFÍA EN EL TOCADOR,MARQUÉS DE SADE,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2521,BOLA DE SEBO Y OTROS CUENTOS,GUY DE MAUPASSANT,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2522,BOLA DE SEBO Y OTROS CUENTOS,GUY DE MAUPASSANT,EDITORIAL CLÁSICOS ROXSIL,EXCELENTE,M4H1
DRTSC.2.2523,CINCO SEMANAS EN GLOBO,JULIO VERNE,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2524,CINCO SEMANAS EN GLOBO,JULIO VERNE,GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2525,CINCO SEMANAS EN GLOBO,JULIO VERNE,PLUTÓN EDICIONES,EXCELENTE,M4H1
DRTSC.2.2526,CINCO SEMANAS EN GLOBO,JULIO VERNE,PLUTÓN EDICIONES,EXCELENTE,M4H1
DRTSC.2.2527,EL CONDE DE MONTECRISTO / THE COUNT OF MONTE CRISTO,ALEJANDRO DUMAS,PANAMERICANA EDITORIAL,EXCELENTE,M4H1
DRTSC.2.2528,EL CONDE DE MONTECRISTO / THE COUNT OF MONTE CRISTO,ALEJANDRO DUMAS,PANAMERICANA EDITORIAL,EXCELENTE,M4H1
DRTSC.2.2529,EL HOMBRE DE LA MÁSCARA DE HIERRO,ALEJANDRO DUMAS,PANAMERICANA EDITORIAL,EXCELENTE,M4H1
DRTSC.2.2530,EL HOMBRE DE LA MÁSCARA DE HIERRO,ALEJANDRO DUMAS,PANAMERICANA EDITORIAL,EXCELENTE,M4H1
DRTSC.2.2531,EL MISTERIO DEL CUARTO AMARILLO,"GASTÓN LOUIS ALFRED LEROUX
",GRADIFCO,EXCELENTE,M4H1
DRTSC.2.2532,EL OTRO MUNDO,CYRANO DE BERGERAC,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H1
DRTSC.2.2533,EL OTRO MUNDO,CYRANO DE BERGERAC,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H1
DRTSC.2.2534,EL OTRO MUNDO,CYRANO DE BERGERAC,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H1
DRTSC.2.2535,EL PRINCIPITO  1 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H1
DRTSC.2.2536,EL PRINCIPITO  1 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H1
DRTSC.2.2537,EL PRINCIPITO  1 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2538,EL PRINCIPITO  1 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2539,EL PRINCIPITO  1 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2540,EL PRINCIPITO  2 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2541,EL PRINCIPITO  2 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2542,EL PRINCIPITO  2 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2543,EL PRINCIPITO  2 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2544,EL PRINCIPITO  2 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2545,EL PRINCIPITO  3 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2546,EL PRINCIPITO  3 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2547,EL PRINCIPITO  3 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2548,EL PRINCIPITO  3 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2549,EL PRINCIPITO  3 (VERSIÓN BRAILLE),ANTOINE DE SAINT-EXUPÉRY,NEXT INNOVATION,EXCELENTE,M4H2
DRTSC.2.2550,EL PRINCIPITO,ANTOINE DE SAINT-EXUPÉRY,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2551,EL PRINCIPITO,ANTOINE DE SAINT-EXUPÉRY,PALABRA EDICIONES ,EXCELENTE,M4H3
DRTSC.2.2552,EL PRINCIPITO,ANTOINE DE SAINT-EXUPÉRY,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H3
DRTSC.2.2553,EL PRINCIPITO,ANTOINE DE SAINT-EXUPÉRY,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H3
DRTSC.2.2554,EL PRINCIPITO,ANTOINE DE SAINT-EXUPÉRY,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H3
DRTSC.2.2555,EL PRINCIPITO  / THE LITTLE PRINCE,ANTOINE DE SAINT-EXUPÉRY,OLMAK TRADE,EXCELENTE,M4H3
DRTSC.2.2556,HACIA LA BELLEZA,DAVID FOENKINOS,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4H3
DRTSC.2.2557,LA DAMA DE LAS CAMELIAS,ALEJANDRO DUMAS,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2558,LA UNIÓN HACE LA FUERZA,CAROLE BONNET,PANAMERICANA EDITORIAL,EXCELENTE,M4H3
DRTSC.2.2559,LA UNIÓN HACE LA FUERZA,CAROLE BONNET,PANAMERICANA EDITORIAL,EXCELENTE,M4H3
DRTSC.2.2560,LA VUELTA AL MUNDO EN 80 DÍAS,JULIO VERNE,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2561,EL FANTASMA DE LA ÓPERA,GASTÓN LEROUX,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2562,LOS  MISERABLES ,VÍCTOR HUGO,GRADIFCO RL,EXCELENTE,M4H3
DRTSC.2.2563,LOS TRES MOSQUETEROS ,ALEJANDRO DUMAS,GRADIFCO ,EXCELENTE,M4H3
DRTSC.2.2564,PAPÁ GORIOT,HONORÉ DE BALZAC,GRADIFCO ,EXCELENTE,M4H3
DRTSC.2.2565,TRISTÁN E ISOLDA,BÉROUL Y THOMAS,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H3
DRTSC.2.2566,TRISTÁN E ISOLDA,BÉROUL Y THOMAS,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H3
DRTSC.2.2567,TRISTÁN E ISOLDA,BÉROUL Y THOMAS,DIRECCIÓN DE PUBLICACIONES E IMPRESOS (DPI),EXCELENTE,M4H3
DRTSC.2.2568,VIAJE AL CENTRO DE LA TIERRA,JULIO VERNE,PANAMERICANA EDITORIAL,EXCELENTE,M4H3
DRTSC.2.2569,VIAJE AL CENTRO DE LA TIERRA,JULIO VERNE,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2570,VIAJE AL CENTRO DE LA TIERRA,JULIO VERNE,PLUTÓN EDICIONES,EXCELENTE,M4H3
DRTSC.2.2571,VIAJE AL CENTRO DE LA TIERRA,JULIO VERNE,PLUTÓN EDICIONES,EXCELENTE,M4H3
DRTSC.2.2572,20.000 LEGUAS DE VIAJE SUBMARINO,JULIO VERNE,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2573,20.000 LEGUAS DE VIAJE SUBMARINO,JULIO VERNE,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2574,20.000 LEGUAS DE VIAJE SUBMARINO,JULIO VERNE,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2575,20.000 LEGUAS DE VIAJE SUBMARINO,JULIO VERNE,GRADIFCO,EXCELENTE,M4H3
DRTSC.2.2576,CUENTOS DE AQUÍ Y DE MÁS ALLÁ,ROBERT MARCUSE,PANAMERICANA EDITORIAL,EXCELENTE,M4H3
DRTSC.2.2577,CUENTOS DE AQUÍ Y DE MÁS ALLÁ,ROBERT MARCUSE,PANAMERICANA EDITORIAL,EXCELENTE,M4H3
DRTSC.2.2578,DIVINA COMEDIA,DANTE ALIGHIERI,PLUTÓN EDICIONES,EXCELENTE,M4H4
DRTSC.2.2579,DIVINA COMEDIA,DANTE ALIGHIERI,PLUTÓN EDICIONES,EXCELENTE,M4H4
DRTSC.2.2580,SEIS PERSONAJES EN BUSCA DE AUTOR,LUIGI PIRANDELLO,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2581,DECAMERÓN,GIOVANNI BOCCACCÍO,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2582,"MI HERMANO PERSIGUE DINOSAURIOS. LA HISTORIA DE GIO, UN NIÑO CON UN CROMOSOMA DE MÁS",GIACOMO MAZZARIOL,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,EXCELENTE,M4H4
DRTSC.2.2583,PINOCHO (ILUSTRADO),CARLO COLLODI,EDICIONES BRONTES,EXCELENTE,M4H4
DRTSC.2.2584,ANTOLOGÍA POÉTICA,FEDERICO GARCÍA LORCA,EDITORIAL JURÍDICA SALVADOREÑA,EXCELENTE,M4H4
DRTSC.2.2585,LA VOZ A TI DEBIDA RAZÓN DE AMOR,PEDRO SALINAS,EDITORIAL CASTALIA,EXCELENTE,M4H4
DRTSC.2.2586,RIMAS,GUSTAVO A. BÉCQUER,EDEBÉ,EXCELENTE,M4H4
DRTSC.2.2587,RIMAS,GUSTAVO A. BÉCQUER,EDEBÉ,EXCELENTE,M4H4
DRTSC.2.2588,RIMAS,GUSTAVO A. BÉCQUER,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2589,RIMAS Y LEYENDAS,GUSTAVO A. BÉCQUER,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2590,POEMA DEL MÍO CID,ANÓNIMO,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2591,POEMA DEL MÍO CID,ANÓNIMO,EDITORIAL CLÁSICOS ROXSIL,EXCELENTE,M4H4
DRTSC.2.2592,POESÍA,GARCILASO DE LA VEGA,EDEBÉ,EXCELENTE,M4H4
DRTSC.2.2593,POESÍA,GARCILASO DE LA VEGA,EDEBÉ,EXCELENTE,M4H4
DRTSC.2.2594,ROMANCERO GITANO,FEDERICO GARCÍA LORCA,PLUTÓN EDICIONES,EXCELENTE,M4H4
DRTSC.2.2595,ROMANCERO GITANO,FEDERICO GARCÍA LORCA,PLUTÓN EDICIONES,EXCELENTE,M4H4
DRTSC.2.2596,ROMANCERO GITANO. POETA EN NUEVA YORK,FEDERICO GARCÍA LORCA,GRUPO EDITORIAL TOMO,EXCELENTE,M4H4
DRTSC.2.2597,SELECCIÓN DE MEJORES POEMAS,VARIOS AUTORES,S / E,EXCELENTE,M4H4
DRTSC.2.2598,24 POETAS LATINOAMERICANOS,FRANCISCO SERRANO,AIQUE GRUPO EDITOR,EXCELENTE,M4H4
DRTSC.2.2599,FAUSTO,ESTANISLAO DEL CAMPO,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2600,POESIA Y PROSA ,ALMAFUERTE,GRADIFCO,EXCELENTE,M4H4
DRTSC.2.2601,LOS VERSOS DEL CAPITÁN,PABLO NERUDA,EDITORIAL PLANETA MEXICANA,EXCELENTE,M4H4
DRTSC.2.2602,NODO ,MORALES MONTERRÍOS,VALPARAÍSO EDICIONES,EXCELENTE,M4H4
DRTSC.2.2603,NODO ,MORALES MONTERRÍOS,VALPARAÍSO EDICIONES,EXCELENTE,M4H4
DRTSC.2.2604,NODO ,MORALES MONTERRÍOS,VALPARAÍSO EDICIONES,EXCELENTE,M4H4
DRTSC.2.2605,NODO ,MORALES MONTERRÍOS,VALPARAÍSO EDICIONES,EXCELENTE,M4H4
DRTSC.2.2606,NODO ,MORALES MONTERRÍOS,VALPARAÍSO EDICIONES,EXCELENTE,M4H4
